External debt stocks (% of GNI),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Gabon,,,,,,,,,,,33.9584743885129,40.9468635742409,57.1747372359329,59.5011451786918,37.2064704072663,44.0337801117318,43.6083383382614,55.544745482389,69.9486774262295,64.5458877717104,39.2674867681355,32.1299787869638,30.2787320994475,29.5481852402746,27.5494245957622,38.953338427144,61.5623081587853,86.1806100403761,79.9851614211997,84.7806586364718,74.6365404220525,87.0851718045528,79.1464655994284,103.093596598973,112.964884433537,101.56868819805,87.4321197398961,92.8385205208911,111.592084790797,97.3281854048912,90.9689051913362,83.7287946500066,78.8190750785642,70.1827499032692,67.8282280522007,50.3036318232004,51.1499274796954,28.2192791686216,17.1341973277147,21.5758364361077,20.3296015756429,
Gambia,,,,,,,,,,,9.70613251677781,10.0631996437552,12.7938585452565,11.9882177755336,12.9101290613832,11.6878346548209,13.6242636853771,27.2072551602964,29.0959401391567,39.7249691873218,57.7256980402829,81.8450211971458,98.8153992162364,106.055242733305,129.091957569263,112.487194353134,172.282421365224,144.169209188898,119.587072807538,126.38962722113,126.656024108209,126.440445051223,117.877321248469,117.745162841645,118.202826301131,112.97406893497,117.247514793774,105.826411931994,115.877819645764,113.116804683441,120.743198039755,123.608449030135,166.030521831677,189.290832411658,183.903952234732,157.909184454452,154.478029262216,115.964961952146,47.0450543960826,66.5745240440072,63.2858941065426,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16322685859112,21.0496459693174,58.7245619746538,48.1849623577053,45.0201551775915,40.2903723435001,43.3129916423182,56.1393039661869,51.5927633737133,53.1545418848096,53.9615467669012,48.3082932626479,39.662476885967,29.4863564035147,29.0418895696497,25.5636732714423,58.1529304552282,77.4448009946532,80.4360994858906,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,,,,,,,,,,,26.3359906500203,22.896273474074,28.8194176820252,30.8748751749856,26.3792407942217,26.3633298242826,25.9644434871653,33.5617432044687,34.9924998903308,32.0128015119022,31.6682497522429,36.5561301769143,36.870738716071,41.4293807681161,44.8942606188503,50.6962599403886,49.0354461565565,66.5303355977435,60.3569455991218,64.2043793892254,64.6792881201347,64.164362656702,67.2090034284411,78.162790317637,95.7139753421684,86.8827983608227,85.3389007904294,84.62181936204,86.1868914239098,85.0754584076921,126.605175112359,121.946058953042,115.445246942213,101.467982144403,81.4337438890519,64.0240888829603,16.3867140075744,19.8206033257239,19.0385020667195,24.4706758059248,27.1913256734947,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,,,,,23.4789937590799,25.4906928888178,26.0256620474405,,,,,,,44.8961879124082,47.9388127262391,49.3998478967953,43.6631788771792,53.0237958679337,52.3517773171852,47.3527177459855,61.4186165491913,50.9938092512572,48.3179102582825,49.9524501737312,40.1671822763351,53.9322994223425,38.4273147635018,50.8863486861513,62.9038492178878,93.9367173500701,87.5965010334506,106.875703578366,77.2324260244902,93.1934511564674,94.6926983052347,87.5456862858157,96.6430085183035,98.7396017438042,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,8.53676736325068,9.17170224586673,9.03517064217807,8.71477793499834,8.28916036478542,9.00399476644138,8.85016089676837,12.0531587342263,13.5629270437664,15.2109566780104,15.0619250686021,15.0006216745761,18.0802614298518,20.406797968339,25.6627292329153,28.0230203171299,40.0270234786462,40.4179083408962,34.019961945733,31.6091183938689,37.9660200168772,30.1612776902094,26.7453114251017,25.5620233980058,24.1896119753753,22.6352789618492,21.5073173911933,19.6272374867157,18.9092934726734,20.8708001592114,20.2113447035777,23.0754318762424,21.6719306090849,23.5378829942195,41.2495084554432,41.088192513508,41.6496890613954,43.7915496521263,38.6692185957676,37.6400287532605,35.8580934073417,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6139310005162,108.050011963474,100.492843511283,96.266111869312,98.4339705453066,92.1213298674925,84.3266536650738,89.228885764622,94.0170455996596,90.0044874470289,85.9180382944351,96.1204929183926,102.617724332387,94.3926221054784,101.043272681636,104.639771569396,102.683446864729,99.3296556751877,92.4931989441572,109.028899783473,122.058589621734,82.2921430252807,93.1666283386445,78.9639666280318,69.0895618099484,
Guinea-Bissau,,,,,,,,,,,0,0,0,0,0,7.09280169930111,15.4014856532289,23.6749951927479,44.2964547879286,59.492689278971,131.092838034798,97.626547393424,104.312541767843,121.848917858349,183.531361503416,200.209675281478,288.209430092491,291.41494061312,366.53872096033,296.499854362907,297.661224598353,311.284591790996,357.886475077227,355.086574256815,383.622127231589,379.362203195051,371.61357175105,362.845385997916,504.476661035338,446.696344629869,466.500560262771,492.575836858511,499.625411720149,229.276411214479,215.560817138435,180.602515983499,182.048981170136,158.787741617476,130.276594711063,135.551316511124,124.779831433041,
Guyana,,,,,,,,,,,33.5437031028189,59.2758947169097,57.5933402315261,61.0876958805158,53.663575274017,67.0141578334991,97.5376668103834,122.817017560147,125.471694775917,135.795643467511,148.69778366596,179.154511716949,237.616427603054,296.879174741646,358.825369479157,395.063996204136,397.913427248437,671.213139035653,592.270122875184,646.507085144416,712.457097201787,824.538898395286,678.856626642594,525.627631550946,425.650851411526,373.05855525284,246.790759377438,236.01231702465,228.272815579206,221.383643918368,206.562268444154,205.550956672416,205.589561346772,207.24103456956,201.658174604752,151.156020384364,75.9578700266795,36.2803216786465,36.8138391624977,44.5901073109089,52.8452739417586,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0774753060173,31.3869187468448,35.5209568747732,25.7934685186271,30.3448029655856,20.4145601820671,7.30637225899334,
Honduras,,,,,,,,,,,15.7861222158766,19.7929228591649,21.3061259597628,22.432178189687,27.6571988246817,34.7788127853881,28.2841099303744,47.0925345248117,50.4508922822412,55.1646875216725,60.6354120072748,63.5030912476722,68.0102168290937,72.4659633113836,72.2169668246446,78.5216868062663,82.1300751889131,84.2310997742088,87.7450278645656,99.6554270681468,132.937068402531,121.136714094616,125.807282997509,132.758218758359,145.514977691725,132.945108928718,125.758853302548,109.723429464795,100.934673776683,102.959841752032,77.7255983023523,68.7688441575369,71.4731381678141,69.6799924310246,72.0354226783381,56.1856760407519,40.5055875693865,27.5596775490871,25.8788360293844,26.5703997040025,28.1573725856305,
"Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,13.853000985837,14.1604437299318,14.1786891681556,12.9270882713341,12.9038045733154,14.3461266194055,14.4766923305309,12.9569945801507,12.3587040413254,12.2174060165729,11.4457074698967,12.1745298488337,14.1163720816069,14.8885703919365,16.302918860041,17.7601226337312,19.2188425080077,20.5054896023387,21.2583743397812,26.2341270948163,27.3450172647973,32.9772845775674,37.0880560204711,34.1881613362558,31.1919458866698,27.0173957016996,24.6739041435401,23.247368150615,23.9339736471241,22.1805346308605,22.0214371944714,20.8265398352306,20.8074171690151,19.7941964910094,17.106854618235,14.5171531383707,16.7907667923942,16.4007133470965,18.7294548341337,18.2126919163842,16.9006373010082,
Indonesia,,,,,,,,,,,46.69145215162,50.5488134230252,51.1639165556504,43.0919008151665,34.3846907256907,36.6938312194914,36.0640416799464,34.6110992334403,33.8868742889666,35.3122629748661,27.9892234419825,25.4522042123778,27.8870833933775,36.9207183617986,38.8184968954679,44.3538838957218,56.4630189384509,73.050280117147,63.8317880834496,61.283690863859,63.9586985699107,71.6207400889794,72.1755422851324,58.6522127469811,62.6253124859544,63.4028480743181,58.2930166714127,65.0890399489777,168.17779859358,117.104733985292,95.3607332069767,92.0752801618275,74.133739408464,59.1035928058211,55.954308518694,49.3999105091012,35.9110060449188,32.3041569410952,29.9986818182045,31.2892381667734,26.0784949789626,
Iran,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4.97816275039978,3.95603643052324,6.77665084714644,4.82974015300458,3.37346330245091,3.55927996596233,2.93730328148758,4.81777306664835,5.01982873774821,5.71870059420617,7.78152036323614,,,39.6640050751379,33.7183651892676,23.9153614800505,14.9905647767234,11.0718444050152,11.8845141221767,8.94080947024106,7.61511921652582,6.32944576297688,7.60289311959155,12.1864102130042,13.0596363966072,11.6069740715003,8.84073417545583,7.44652623732557,4.16166619356073,4.0973610940825,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,,,,,,,,,,,73.0811566699212,69.8354669473961,56.5107607243639,64.304663195029,59.0151504700292,56.0056450189894,50.1596418771457,53.4218330889121,56.0947809717111,76.7381455734197,78.0509053824447,82.6644073250196,92.1709997620842,104.491409993642,172.752768092158,225.357044798329,171.273520125854,161.765982363887,132.436476419872,114.506611797164,114.511168320093,124.383709783467,142.224057320652,93.2868777662445,98.1279448450113,82.2525146322556,63.4795174816692,51.4107762747938,46.2013333207205,46.1685205108258,54.5377110449075,62.0939373613426,60.7461173818774,63.5445579093619,67.529680185007,62.3442105138005,70.8485887392431,86.5821720568139,76.1893813882975,91.4225069545418,104.213328432061,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,,,,,,,,,,,18.091396918758,22.128291679596,22.5592619863493,22.285351418377,22.0845953161094,24.3892090055617,25.2143828788198,37.5492635225548,43.110527438947,42.927359449619,46.5620392678047,48.2296690822607,53.845773182062,59.4499042171606,64.5262136473436,78.3967726110719,80.0962116481455,99.3154713738226,103.078789590273,185.983892330481,218.984568434306,253.213864400567,160.533462478355,144.351820442205,127.537032931673,118.787943588543,111.494971691713,103.896643544467,97.2326898101524,101.074920390548,85.9133916876349,82.457583292276,83.9429496379762,80.7470431886391,69.0268203330463,59.5446297701317,50.0356152035462,45.3747718184027,28.128190923255,25.7438686799771,27.8543249877275,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.394986980613,13.1867847667138,18.5391357545963,14.0388220192738,18.6625052228607,27.8738322274087,37.5971264741525,72.9701196713537,71.1771157905482,76.4838266115545,78.2715436857932,81.4518102998033,84.5439289803274,101.300708989922,104.115180120607,94.1644869969013,108.435309932216,94.2897835634175,
Kenya,,,,,,,,,,,30.2130143329979,28.3896544955918,28.0316745842765,35.1951891408194,40.1784569036576,40.746992114329,44.8107908198767,38.2573581323777,42.4874069913209,45.275528439431,48.0847432394479,48.6177166685783,54.520223217554,62.6775371553311,58.6461446585354,70.5495111888242,65.7586571475236,75.1917798683084,72.3260185186736,73.3529690753733,85.7867166863314,95.8168040852666,87.695797435522,131.896817645685,104.986800084698,83.7599833083804,57.6451465416383,49.9483015197287,48.8706760482835,50.8900950338882,48.8849525439312,42.9585005782443,46.9958258262364,46.567986178992,43.3503044336359,34.3135661143796,29.3792974844937,27.4176706928171,25.0516054880909,27.9145124818505,26.8686991444471,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44045855253307,5.95707572487752,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238586277667288,14.4409246272217,26.9293656695565,37.4920881297631,63.5849192653599,78.7300456159119,96.0590764767632,147.726214305311,141.913027923535,117.146116905958,119.559939624041,108.977173481671,115.24972853847,90.0423534489087,88.687283693961,73.2521140067724,70.8269700683202,88.5759792518088,89.2041311132978,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,29.4906024853197,26.1404794387574,48.8654016601246,106.815576070137,221.29694281443,206.08354990416,204.033723070031,181.955736858975,169.799189017261,149.45547058631,134.198709666394,122.605424409547,120.690364247366,136.122533903874,197.07228300669,176.881066940506,150.284600131553,146.666400075603,172.600396229664,114.129636900026,108.527977109681,108.966089179509,103.951154797478,108.361693752951,96.2818134977279,92.261477202822,78.9569184341987,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33029338929377,5.25995271843098,7.367899930386,8.79678722094894,21.8900155609693,44.5874885029485,46.6940032278134,56.2522964404029,62.1321782891661,63.5223992241191,72.8805403247895,78.953347308849,92.1032704476064,89.9032559649481,116.28050071727,140.218341643016,125.52311778952,150.165031181559,164.316109565564,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2559496044098,51.6371710029779,32.3846905968856,31.3387060125058,17.4268017640721,21.5141119680172,24.3586016655232,28.5150620195722,31.6895519103997,40.0847134337549,48.2108176109662,58.2677630081527,73.3623833266435,96.4166270226994,117.214327116251,110.207557179529,107.735486911523,111.013713822415,99.3725363219006,79.6983576717186,71.6500156151714,60.6840872524062,
Lesotho,,,,,,,,,,,9.17693337269977,8.78879597392517,8.80129305329916,5.0366836970636,4.23978302788177,5.61727269524152,5.66321490136036,6.85518818036656,7.65550533434035,10.5454439016484,10.3573453830959,11.6562166987968,16.3804435696396,16.1269554941485,19.8390414653688,33.6684709351346,34.1618614617276,36.926754657297,37.6115334714604,42.7093789069767,43.8743996426499,45.917655784434,45.4027305966045,52.2559493980734,58.3209034982231,59.4303707772621,62.7974834859245,57.99050631427,64.6969704282156,66.3427336974621,69.0068007531811,69.1153970980531,81.5500101464637,58.4820658330705,42.6822663901109,35.6653197395492,34.9694725383454,33.7347254314183,32.3226195512638,31.0774501842119,28.4352434747713,
Liberia,,,,,,,,,,,47.3592177931401,44.8357087145081,40.4805787501095,38.2659459778863,30.9579317074173,29.058147010445,32.2870559258654,39.5475518861671,55.7330939501747,66.4326037913374,73.7614383015537,89.0118465915816,101.903933702831,133.015029369491,133.793247487377,154.790636762912,207.96230968701,233.914641654719,218.155603293048,319.151566757493,,,,,,,,911.69318614389,794.16203543048,761.174652611709,718.690830348666,742.995001135944,717.076637508218,1022.74153859315,1021.00756073704,934.230048808842,926.802371051171,664.729335223734,464.947273164228,225.427160526788,28.3363109404323,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647481769148966,4.47801582348613,7.21557601764032,9.75015725272827,17.1182123880853,30.5725394549219,31.5787932816843,41.2131968774254,42.0189228141347,44.1801929046258,44.1342191552509,41.2596828445108,47.8300074000266,45.1187167126994,63.4466007857284,78.5325749573173,69.6115370944253,84.7564617463194,82.9504475365014,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7796409000991,33.0951461982955,28.9609077540619,41.6036935647877,33.5279777508212,42.265002170936,39.3067798823393,41.4908953955044,43.8058676113709,44.7896804199594,40.8394430237698,52.8207874063373,51.5922005874795,51.6501790749971,53.5167041721297,48.1630178069893,60.8342795472771,65.0657836189102,
Madagascar,,,,,,,,,,,43.752486742826,40.9470302749982,38.1560584529682,30.6406137167503,39.4530806965396,34.8436209686221,8.75486441776596,33.1512053754376,13.3354322102532,22.4013202832157,30.7829124090322,45.3424625302515,55.6432053400271,59.3606204503949,76.186177526536,91.7706234811033,95.9874821878081,151.771502561159,161.085790350524,147.601339902142,124.718811156911,156.570747291387,134.803485237949,116.989831512433,144.016455177039,143.308704463556,107.566203562209,118.670631134907,119.619698715988,129.09284399293,123.222245369691,92.9132990155689,104.281124666285,91.6618585942058,88.417659234491,70.4302460289053,27.4426040799979,23.4253307173192,22.2128147244539,26.2395885577795,26.6033092149807,
Malawi,,,,,,,,,,,47.7232299879515,42.1147511720538,43.7542651801134,48.2487547078023,43.0059281214301,43.3601865120644,47.5124871221456,58.7752371529654,65.1259907843914,67.5968695205499,72.9420479632559,71.1284154757275,77.900172834634,77.4371391561906,76.3586209950859,94.6472108814708,103.04896173152,121.362691504607,102.426815602671,91.4508309528916,84.725800349978,77.1238937600062,96.9967603184803,89.9596228505015,177.413450441799,165.752729839098,103.070777170961,84.8444759257415,142.656096558575,158.075360187592,158.44589896959,153.52477621728,110.133020463465,129.931608885575,132.738121517089,117.299454787973,27.5498818529255,23.0004387705509,22.0610570321252,22.1939508682875,18.5062470854824,
Malaysia,,,,,,,,,,,12.0417537585543,15.9240496308866,17.9412831444949,12.923870327768,13.1876866768956,21.9181104508691,23.939850285182,25.4304337075195,26.1700070901032,23.9923491523417,27.4789249945016,37.3273496395388,51.2686480275499,61.0047174216002,58.0749442847347,68.6275675526627,82.9503249528208,75.6139441563722,55.7055056584799,44.3908360744101,36.3644774393108,36.6034660834456,35.7407755899335,41.0599670981921,42.7900395043609,40.5514113355434,41.2572007632349,49.8173928484848,62.1187086226134,56.8201042457221,48.4612905990044,52.2810949653878,51.0921373896583,46.4430095728834,43.9582141328377,39.424250518051,36.1519556866602,33.6403217628749,30.770852311768,35.0770108939669,35.4395684601053,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,72.8379152772632,57.1450895973935,61.368650278717,45.0949748092702,38.8521768655844,40.2129855472778,38.1495922218434,38.1339845104348,40.5827728507992,39.4017143551088,40.8595217919162,39.2535740785728,35.6366511931544,37.8172112118245,39.2062015015882,34.6610197023047,43.6821838787067,49.6973596420906,45.7054876376627,51.431850375344,63.5729651917362,77.8425064683814,102.674940970737,94.3264525524203,92.0692630268952,86.5738657118107,
Mali,,,,,,,,,,,70.3066880932066,63.2223963027485,55.3598978688983,53.648498030998,65.3705454077556,43.4416497406542,40.1322797934384,44.9340905001261,45.7281682328756,35.8650343411632,41.1221309424182,56.9464555865843,67.2849250311409,78.1787371883792,95.9372660728531,113.075324278976,105.401549462144,107.20187890889,105.112537160451,,102.605792728669,107.33412956833,102.116095478244,108.321013414477,154.903087212969,122.298762546849,117.02277420285,130.150270424158,125.874039625792,126.538544463032,123.744215193724,116.007233023256,89.2925370491489,72.6337888656521,69.7726648993334,62.777521177926,28.810232872307,25.5470039929585,24.1092809475219,24.0684559306797,26.1116800319766,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,13.435893753277,18.7371565245606,22.3228328778519,33.6731006283137,42.4810749995962,41.779932839953,82.9591530998427,104.073427283498,135.057559164006,119.72472328288,124.976549932642,133.425091989324,161.939869326436,171.017085579328,193.13670119236,230.484243485425,208.970764744265,215.981888110417,205.709849227506,192.448366141364,196.427274401453,206.30011328335,150.073933968925,183.389710457451,178.798414350504,175.340997447074,168.343098136732,176.312504184364,192.570707724819,208.189497601356,217.817274323653,209.782566094806,177.577380017906,174.582583197004,143.997700021689,120.053860803927,69.3325652893927,60.249153821663,54.8643896001866,66.4989089268953,67.0227783873482,
Mauritius,,,,,,,,,,,,,,,,,9.10769735520818,12.3121223417673,18.7831773669124,25.5283361750268,37.7436243803116,45.823167387848,53.03438145295,48.6064368004121,51.0339061638367,55.8050180329178,44.8239407645936,42.5054722356419,39.2514638386224,37.4402097407793,35.4392622415455,34.6461812271945,29.1697409606529,27.5825625014834,31.0894515590273,35.1980156087173,31.954969639082,32.128758926778,30.9225418932346,29.788779790372,20.7842395442126,18.6267085848306,19.0295411403729,17.5612473338591,14.5044648316383,12.4686111458374,9.59062463555882,8.32889318275698,6.44069960476511,9.28845641938068,10.9783980626966,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,,,,,,,,,19.9562947699211,19.4732870597014,18.5030728928592,19.3121961294206,19.7278702400925,21.174686437468,27.6214207493362,39.1835605180659,35.8602356110665,32.7854642344826,30.533111797115,32.5939795277603,53.3140503102192,66.5317508489518,57.2797088225802,55.2024229169866,82.7517321035342,82.024200393602,56.4051571010808,43.712919622084,41.1053243987325,37.2957591932025,31.7220197336087,33.3156582483488,33.897927636226,60.4877105102063,48.9875506163276,38.0009116935351,39.0216571504735,35.599399518358,26.641666462485,26.9389414809837,24.7313976655342,23.487224752298,21.6609922627663,19.8842507128289,17.26947937617,17.5636353478068,17.343481484974,19.7569466661771,19.5162663258396,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66019659210115,11.7052060384812,29.7982994204028,40.3224413923201,48.0400952757146,54.3129817983466,63.4125908782211,85.1516853959709,128.996306262299,103.91062604381,101.717697103573,87.5221959517814,66.2083580121866,61.2803858463648,63.9809539775252,65.850154616597,52.0205246400288,61.9438258187689,73.4876660010814,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4861500825032,52.2725889873476,51.24051050434,37.2334107531614,40.1176274702691,51.8597992738755,64.6073280622219,86.4398644009575,79.2127015964539,69.9028888913516,74.4109554107047,92.9573513978918,76.6223383399333,53.677663779945,42.9478029128254,40.6466230388605,33.6300497584693,48.8320061505303,44.2604203322409,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7538531039735,34.2262017747954,31.9693226808482,55.7968779692599,39.0950747753952,
Morocco,,,,,,,,,,,24.9676542987437,26.0588107970728,23.5454460197806,20.8164915209225,19.8408689870362,29.7833045287697,35.3872797590918,51.2999198408252,53.1168411105105,52.5403515263749,52.8320122768252,71.3679507514707,81.9312592815973,96.5205054756702,113.382283951629,131.692522831602,110.268167454268,117.361705475533,99.4793167320672,103.543197493563,100.677864353249,84.1362818755137,82.7585445004778,86.3500195291294,78.726883916363,75.0615382027088,68.5564252480323,72.8668924804246,60.617402519789,59.2029560998881,57.3419734221524,51.1407337420358,45.5891686345183,37.3135991882123,30.1687658453918,27.5255755973669,27.5341611908828,27.6694125743147,23.8239614517091,26.5404995466082,28.1489027685733,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,39.6694011393359,64.7884573203658,67.9864576413767,186.655791156365,208.071352093105,202.493780788538,198.261961140383,183.643246933103,282.960356981284,277.656817994282,366.83942355057,358.165402900033,249.651549594184,212.233265138485,206.306740483327,169.129541411051,179.346440728349,128.283043114465,124.145255638204,86.2964503253177,82.82298485945,66.7804759278121,40.926363192648,39.0547922987212,36.6230172719461,41.7277426436439,43.7739629552333,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,,,,,,,,,,,0.323103900547445,0.940000519024368,1.13172673285625,2.00904511742699,2.22693218156407,2.14070499765475,3.39215080134824,7.24031502593059,6.98700932964782,7.87011132870866,10.4441648377217,12.184978967455,14.6552020424158,18.3907352570268,17.9377312662272,22.5136009692722,26.094697310144,33.3512962522923,33.4527918799868,38.391157408716,44.6918436403003,44.8729650575771,52.666592871577,54.6175786974451,56.8910052486478,54.6898595606868,52.9457408746262,48.9915548923172,54.9165283062232,59.8484547678674,51.9987641459251,48.8249157234453,49.4852979548337,50.0284370367408,46.2939294675583,38.9996562318035,37.100415672267,34.6952755047088,29.0283608469877,28.2215761904257,23.3979562827957,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,,,,,,,,,,,28.2806696965011,32.630527896853,38.0655509168727,44.6525918607617,43.7096587178819,54.7034553928844,52.1886107677484,61.3423867027332,74.658445188589,107.631383041284,108.608769496854,107.678700553774,127.900360988218,159.078112940411,163.769193412605,229.523684682939,240.297834462542,207.09578332444,383.918287574111,1210.05989933245,1088.37607038272,946.284620642053,869.041467550486,853.685640372324,479.469503121099,368.562395182515,199.160446511199,195.564707198621,186.633508950901,191.422662545883,180.538914959622,163.314499966038,166.219053910245,173.614315423283,117.347921499069,104.411941024274,80.6176205013613,66.5057243279575,68.7959997130544,78.3923905014498,76.9189757811377,
Niger,,,,,,,,,,,4.90807303989691,6.04463174863649,7.41335237630469,6.8809247712861,9.21700343836785,11.0184116361791,12.5723519277716,13.4206643840291,34.9366637176339,30.7860689889561,34.9693906584604,48.762990064709,49.3558147861063,55.1661381324965,69.5493307616418,87.4967434019708,76.5070873701868,76.0714653955196,76.0883633488582,69.5318314569259,72.526004702334,66.6993205033756,66.9140885205777,99.4928665876938,100.64252713683,87.6468312725176,79.3312214932723,87.4397021921636,82.1415532573017,85.2385553953773,95.8754277055254,83.8826514479542,85.9876578665775,78.1953529753873,66.3260316099651,59.3955582817593,22.7354547240473,26.759070281747,18.7269873583173,21.190643858701,20.5139786331422,
Nigeria,,,,,,,,,,,6.92553560924735,11.2760814343224,9.55195888500373,12.6247329896273,7.84212710601416,6.2168118947035,3.77134019261316,8.82215947051745,13.9943709451029,13.2979965289667,14.6063599554118,19.5717823157605,24.5864172843586,51.2365482317293,64.859945310327,68.0791254215126,118.2303488331,137.891705383537,132.607842032616,138.444284282717,130.697706617934,134.8794054788,97.5061932332847,161.711762596822,155.288796025474,131.690997924783,94.9749669623174,83.7075098609279,103.332984227848,87.4694314152032,77.8889544023349,70.3779012305328,57.8113536543947,57.6986183172996,48.3507670688992,22.3096018872945,5.44542196496438,5.53697472416365,5.82139759994441,4.86820702545012,4.45922683185664,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
